Manufacturer;Model;Sales_in_thousands;__year_resale_value;Vehicle_type;Price_in_thousands;Engine_size;Horsepower;Wheelbase;Width;Length;Curb_weight;Fuel_capacity;Fuel_efficiency;Latest_Launch;Power_perf_factor;Country;City;State;Region;name;email
Volvo;V40;3545;;Passenger;244;19;160;1005;676;1766;3042;158;25;9/21/2011;664988123;United States;Scottsdale;Arizona;West;Mrs. Dolly Kassulke IV;mbernier@example.net
Volvo;S70;15245;;Passenger;275;24;168;1049;693;1859;3208;179;25;11/24/2012;7065449545;United States;San Jose;California;West;Tania Spencer V;nfadel@example.net
Volvo;V70;17531;;Passenger;288;24;168;1049;693;1862;3259;179;25;6/25/2011;711559776;United States;San Jose;California;West;Tania Spencer V;nfadel@example.net
Volvo;C70;3493;;Passenger;455;23;236;1049;715;1857;3601;185;23;4/26/2011;1016233572;United States;San Jose;California;West;Tania Spencer V;nfadel@example.net
Volvo;S80;18969;;Passenger;36;29;201;1099;721;1898;36;211;24;11/14/2011;8573565451;United States;Seattle;Washington;West;Tania Spencer V;nfadel@example.net
;;;;;;;;;;;;;;;;United States;Seattle;Washington;West;Abigale Quigley;leslie14@example.org
;;;;;;;;;;;;;;;;United States;Edmond;Oklahoma;Central;Abigale Quigley;leslie14@example.org
;;;;;;;;;;;;;;;;United States;Edmond;Oklahoma;Central;Abigale Quigley;leslie14@example.org
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Abigale Quigley;leslie14@example.org
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Beau Rath;kirstin.krajcik@example.net
;;;;;;;;;;;;;;;;United States;Carlsbad;New Mexico;West;Beau Rath;kirstin.krajcik@example.net
;;;;;;;;;;;;;;;;United States;Seattle;Washington;West;Beau Rath;kirstin.krajcik@example.net
;;;;;;;;;;;;;;;;United States;San Antonio;Texas;Central;Beau Rath;kirstin.krajcik@example.net
;;;;;;;;;;;;;;;;United States;San Antonio;Texas;Central;Reed Kris;tbashirian@example.com
;;;;;;;;;;;;;;;;United States;San Antonio;Texas;Central;Reed Kris;tbashirian@example.com
;;;;;;;;;;;;;;;;United States;San Antonio;Texas;Central;Reed Kris;tbashirian@example.com
;;;;;;;;;;;;;;;;United States;San Antonio;Texas;Central;Reed Kris;tbashirian@example.com
;;;;;;;;;;;;;;;;United States;San Antonio;Texas;Central;Dr. Sedrick Rohan;jones.sebastian@example.net
;;;;;;;;;;;;;;;;United States;San Antonio;Texas;Central;Dr. Sedrick Rohan;jones.sebastian@example.net
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Dr. Sedrick Rohan;jones.sebastian@example.net
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Dr. Sedrick Rohan;jones.sebastian@example.net
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Dr. Sedrick Rohan;jones.sebastian@example.net
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Dr. Sedrick Rohan;jones.sebastian@example.net
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Roslyn Nitzsche;nina.corkery@example.com
;;;;;;;;;;;;;;;;United States;Houston;Texas;Central;Roslyn Nitzsche;nina.corkery@example.com
;;;;;;;;;;;;;;;;United States;Newark;Ohio;East;Roslyn Nitzsche;nina.corkery@example.com
;;;;;;;;;;;;;;;;United States;Newark;Ohio;East;Roslyn Nitzsche;nina.corkery@example.com
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Janae Rutherford II;elda02@example.net
;;;;;;;;;;;;;;;;United States;Decatur;Illinois;Central;Janae Rutherford II;elda02@example.net
;;;;;;;;;;;;;;;;United States;Decatur;Illinois;Central;Janae Rutherford II;elda02@example.net
;;;;;;;;;;;;;;;;United States;Monroe;Louisiana;South;Janae Rutherford II;elda02@example.net
;;;;;;;;;;;;;;;;United States;Monroe;Louisiana;South;Tina Wolff;breitenberg.carley@example.net
;;;;;;;;;;;;;;;;United States;Monroe;Louisiana;South;Tina Wolff;breitenberg.carley@example.net
;;;;;;;;;;;;;;;;United States;Fairfield;Connecticut;East;Tina Wolff;breitenberg.carley@example.net
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Tina Wolff;breitenberg.carley@example.net
;;;;;;;;;;;;;;;;United States;Grand Prairie;Texas;Central;Charles Huel;ahmed.heaney@example.org
;;;;;;;;;;;;;;;;United States;Grand Prairie;Texas;Central;Charles Huel;ahmed.heaney@example.org
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Charles Huel;ahmed.heaney@example.org
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Charles Huel;ahmed.heaney@example.org
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Miss Destiney Halvorson;rudy.o'conner@example.org
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Miss Destiney Halvorson;rudy.o'conner@example.org
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Miss Destiney Halvorson;rudy.o'conner@example.org
;;;;;;;;;;;;;;;;United States;Redlands;California;West;Miss Destiney Halvorson;rudy.o'conner@example.org
;;;;;;;;;;;;;;;;United States;Hamilton;Ohio;East;Clark Mayer;tess28@example.org
;;;;;;;;;;;;;;;;United States;Hamilton;Ohio;East;Clark Mayer;tess28@example.org
;;;;;;;;;;;;;;;;United States;Westfield;New Jersey;East;Clark Mayer;tess28@example.org
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Clark Mayer;tess28@example.org
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Clark Mayer;tess28@example.org
;;;;;;;;;;;;;;;;United States;Akron;Ohio;East;Nelle Bailey;yasmin.rutherford@example.net
;;;;;;;;;;;;;;;;United States;Denver;Colorado;West;Nelle Bailey;yasmin.rutherford@example.net
;;;;;;;;;;;;;;;;United States;Denver;Colorado;West;Nelle Bailey;yasmin.rutherford@example.net
;;;;;;;;;;;;;;;;United States;Dallas;Texas;Central;Nelle Bailey;yasmin.rutherford@example.net
;;;;;;;;;;;;;;;;United States;Franklin;Tennessee;South;Nelle Bailey;yasmin.rutherford@example.net
;;;;;;;;;;;;;;;;United States;Whittier;California;West;Nelle Bailey;yasmin.rutherford@example.net
;;;;;;;;;;;;;;;;United States;Saginaw;Michigan;Central;Clarabelle Kertzmann;smitham.albin@example.org
;;;;;;;;;;;;;;;;United States;Saginaw;Michigan;Central;Clarabelle Kertzmann;smitham.albin@example.org
;;;;;;;;;;;;;;;;United States;Saginaw;Michigan;Central;Clarabelle Kertzmann;smitham.albin@example.org
;;;;;;;;;;;;;;;;United States;Saginaw;Michigan;Central;Clarabelle Kertzmann;smitham.albin@example.org
;;;;;;;;;;;;;;;;United States;Saginaw;Michigan;Central;Dr. Fannie Mitchell;florine80@example.net
;;;;;;;;;;;;;;;;United States;Dallas;Texas;Central;Dr. Fannie Mitchell;florine80@example.net
;;;;;;;;;;;;;;;;United States;Medina;Ohio;East;Dr. Fannie Mitchell;florine80@example.net
;;;;;;;;;;;;;;;;United States;Medina;Ohio;East;Dr. Fannie Mitchell;florine80@example.net
;;;;;;;;;;;;;;;;United States;Medina;Ohio;East;Fatima Gutkowski;travis.goyette@example.org
;;;;;;;;;;;;;;;;United States;Medina;Ohio;East;Fatima Gutkowski;travis.goyette@example.org
;;;;;;;;;;;;;;;;United States;Medina;Ohio;East;Fatima Gutkowski;travis.goyette@example.org
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Fatima Gutkowski;travis.goyette@example.org
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Fatima Gutkowski;travis.goyette@example.org
;;;;;;;;;;;;;;;;United States;Dublin;Ohio;East;Clementine Prosacco II;hoppe.durward@example.com
;;;;;;;;;;;;;;;;United States;Dublin;Ohio;East;Clementine Prosacco II;hoppe.durward@example.com
;;;;;;;;;;;;;;;;United States;Dublin;Ohio;East;Clementine Prosacco II;hoppe.durward@example.com
;;;;;;;;;;;;;;;;United States;Dublin;Ohio;East;Clementine Prosacco II;hoppe.durward@example.com
;;;;;;;;;;;;;;;;United States;Dublin;Ohio;East;Mason Howell;jessica.cole@example.net
;;;;;;;;;;;;;;;;United States;Dublin;Ohio;East;Mason Howell;jessica.cole@example.net
;;;;;;;;;;;;;;;;United States;Detroit;Michigan;Central;Mason Howell;jessica.cole@example.net
;;;;;;;;;;;;;;;;United States;Detroit;Michigan;Central;Mason Howell;jessica.cole@example.net
;;;;;;;;;;;;;;;;United States;Detroit;Michigan;Central;Mason Howell;jessica.cole@example.net
;;;;;;;;;;;;;;;;United States;Columbia;Tennessee;South;Mason Howell;jessica.cole@example.net
;;;;;;;;;;;;;;;;United States;Columbia;Tennessee;South;Mr. Neal Herman V;obalistreri@example.com
;;;;;;;;;;;;;;;;United States;Charlotte;North Carolina;South;Mr. Neal Herman V;obalistreri@example.com
;;;;;;;;;;;;;;;;United States;Tampa;Florida;South;Mr. Neal Herman V;obalistreri@example.com
;;;;;;;;;;;;;;;;United States;Tampa;Florida;South;Mr. Neal Herman V;obalistreri@example.com
;;;;;;;;;;;;;;;;United States;Tampa;Florida;South;Riley Thompson;filomena.beahan@example.com
;;;;;;;;;;;;;;;;United States;Tampa;Florida;South;Riley Thompson;filomena.beahan@example.com
;;;;;;;;;;;;;;;;United States;Tampa;Florida;South;Riley Thompson;filomena.beahan@example.com
;;;;;;;;;;;;;;;;United States;Santa Clara;California;West;Riley Thompson;filomena.beahan@example.com
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Kaya Gulgowski;morissette.audra@example.com
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Kaya Gulgowski;morissette.audra@example.com
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Kaya Gulgowski;morissette.audra@example.com
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Kaya Gulgowski;morissette.audra@example.com
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Kristofer Terry PhD;emerson96@example.com
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Kristofer Terry PhD;emerson96@example.com
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Kristofer Terry PhD;emerson96@example.com
;;;;;;;;;;;;;;;;United States;Lakeville;Minnesota;Central;Kristofer Terry PhD;emerson96@example.com
;;;;;;;;;;;;;;;;United States;Lakeville;Minnesota;Central;Mrs. Alvena Heathcote;qhintz@example.net
;;;;;;;;;;;;;;;;United States;Lakeville;Minnesota;Central;Mrs. Alvena Heathcote;qhintz@example.net
;;;;;;;;;;;;;;;;United States;Lakeville;Minnesota;Central;Mrs. Alvena Heathcote;qhintz@example.net
;;;;;;;;;;;;;;;;United States;Lakeville;Minnesota;Central;Mrs. Alvena Heathcote;qhintz@example.net
;;;;;;;;;;;;;;;;United States;San Francisco;California;West;Heath Brekke;lauren99@example.com
;;;;;;;;;;;;;;;;United States;San Diego;California;West;Heath Brekke;lauren99@example.com
;;;;;;;;;;;;;;;;United States;San Diego;California;West;Heath Brekke;lauren99@example.com
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Heath Brekke;lauren99@example.com
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Keanu Wilkinson DVM;mdonnelly@example.net
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Keanu Wilkinson DVM;mdonnelly@example.net
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Keanu Wilkinson DVM;mdonnelly@example.net
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Keanu Wilkinson DVM;mdonnelly@example.net
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Keanu Wilkinson DVM;mdonnelly@example.net
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Leo Windler;gusikowski.otha@example.net
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Leo Windler;gusikowski.otha@example.net
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Leo Windler;gusikowski.otha@example.net
;;;;;;;;;;;;;;;;United States;Pasadena;Texas;Central;Leo Windler;gusikowski.otha@example.net
;;;;;;;;;;;;;;;;United States;Houston;Texas;Central;Prof. Cornell Heaney;jarrod88@example.com
;;;;;;;;;;;;;;;;United States;Houston;Texas;Central;Prof. Cornell Heaney;jarrod88@example.com
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Prof. Cornell Heaney;jarrod88@example.com
;;;;;;;;;;;;;;;;United States;Brentwood;California;West;Prof. Cornell Heaney;jarrod88@example.com
;;;;;;;;;;;;;;;;United States;Chapel Hill;North Carolina;South;Brannon Yost;jayde67@example.com
;;;;;;;;;;;;;;;;United States;Morristown;New Jersey;East;Brannon Yost;jayde67@example.com
;;;;;;;;;;;;;;;;United States;Cincinnati;Ohio;East;Brannon Yost;jayde67@example.com
;;;;;;;;;;;;;;;;United States;Cincinnati;Ohio;East;Brannon Yost;jayde67@example.com
;;;;;;;;;;;;;;;;United States;San Francisco;California;West;Ova Predovic V;eemard@example.org
;;;;;;;;;;;;;;;;United States;San Francisco;California;West;Ova Predovic V;eemard@example.org
;;;;;;;;;;;;;;;;United States;San Francisco;California;West;Ova Predovic V;eemard@example.org
;;;;;;;;;;;;;;;;United States;San Francisco;California;West;Ova Predovic V;eemard@example.org
;;;;;;;;;;;;;;;;United States;Inglewood;California;West;Ova Predovic V;eemard@example.org
;;;;;;;;;;;;;;;;United States;Inglewood;California;West;Ms. Hellen Lind;christy.bernhard@example.org
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Ms. Hellen Lind;christy.bernhard@example.org
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Ms. Hellen Lind;christy.bernhard@example.org
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Ms. Hellen Lind;christy.bernhard@example.org
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Lizeth Waters;jaycee84@example.net
;;;;;;;;;;;;;;;;United States;Houston;Texas;Central;Lizeth Waters;jaycee84@example.net
;;;;;;;;;;;;;;;;United States;Houston;Texas;Central;Lizeth Waters;jaycee84@example.net
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Lizeth Waters;jaycee84@example.net
;;;;;;;;;;;;;;;;United States;Portland;Oregon;West;Doris Marks;alford.rice@example.com
;;;;;;;;;;;;;;;;United States;Portland;Oregon;West;Doris Marks;alford.rice@example.com
;;;;;;;;;;;;;;;;United States;Portland;Oregon;West;Doris Marks;alford.rice@example.com
;;;;;;;;;;;;;;;;United States;Tamarac;Florida;South;Doris Marks;alford.rice@example.com
;;;;;;;;;;;;;;;;United States;Tamarac;Florida;South;Hassan Quigley V;vlindgren@example.com
;;;;;;;;;;;;;;;;United States;Tamarac;Florida;South;Hassan Quigley V;vlindgren@example.com
;;;;;;;;;;;;;;;;United States;Columbus;Ohio;East;Hassan Quigley V;vlindgren@example.com
;;;;;;;;;;;;;;;;United States;Columbus;Ohio;East;Hassan Quigley V;vlindgren@example.com
;;;;;;;;;;;;;;;;United States;Columbus;Ohio;East;Ludie West;ericka.fisher@example.net
;;;;;;;;;;;;;;;;United States;Columbus;Ohio;East;Ludie West;ericka.fisher@example.net
;;;;;;;;;;;;;;;;United States;Colorado Springs;Colorado;West;Ludie West;ericka.fisher@example.net
;;;;;;;;;;;;;;;;United States;Colorado Springs;Colorado;West;Ludie West;ericka.fisher@example.net
;;;;;;;;;;;;;;;;United States;Colorado Springs;Colorado;West;Waldo Prosacco;hartmann.irma@example.net
;;;;;;;;;;;;;;;;United States;Colorado Springs;Colorado;West;Waldo Prosacco;hartmann.irma@example.net
;;;;;;;;;;;;;;;;United States;Colorado Springs;Colorado;West;Waldo Prosacco;hartmann.irma@example.net
;;;;;;;;;;;;;;;;United States;Belleville;New Jersey;East;Waldo Prosacco;hartmann.irma@example.net
;;;;;;;;;;;;;;;;United States;Belleville;New Jersey;East;Prof. Josiane Champlin;block.keely@example.net
;;;;;;;;;;;;;;;;United States;Belleville;New Jersey;East;Prof. Josiane Champlin;block.keely@example.net
;;;;;;;;;;;;;;;;United States;Belleville;New Jersey;East;Prof. Josiane Champlin;block.keely@example.net
;;;;;;;;;;;;;;;;United States;Belleville;New Jersey;East;Prof. Josiane Champlin;block.keely@example.net
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Prof. Josiane Champlin;block.keely@example.net
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Emerald Moen;kenyon87@example.net
;;;;;;;;;;;;;;;;United States;Taylor;Michigan;Central;Emerald Moen;kenyon87@example.net
;;;;;;;;;;;;;;;;United States;Lakewood;New Jersey;East;Emerald Moen;kenyon87@example.net
;;;;;;;;;;;;;;;;United States;Lakewood;New Jersey;East;Emerald Moen;kenyon87@example.net
;;;;;;;;;;;;;;;;United States;Arlington;Virginia;South;Laverne Marvin;neva.huel@example.com
;;;;;;;;;;;;;;;;United States;Arvada;Colorado;West;Laverne Marvin;neva.huel@example.com
;;;;;;;;;;;;;;;;United States;Arvada;Colorado;West;Laverne Marvin;neva.huel@example.com
;;;;;;;;;;;;;;;;United States;Arvada;Colorado;West;Laverne Marvin;neva.huel@example.com
;;;;;;;;;;;;;;;;United States;Arvada;Colorado;West;Jo Wolff;bode.sabrina@example.org
;;;;;;;;;;;;;;;;United States;Hackensack;New Jersey;East;Jo Wolff;bode.sabrina@example.org
;;;;;;;;;;;;;;;;United States;Saint Petersburg;Florida;South;Jo Wolff;bode.sabrina@example.org
;;;;;;;;;;;;;;;;United States;Saint Petersburg;Florida;South;Jo Wolff;bode.sabrina@example.org
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Jo Wolff;bode.sabrina@example.org
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Mr. Bret Wisozk III;kendrick02@example.net
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Mr. Bret Wisozk III;kendrick02@example.net
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Mr. Bret Wisozk III;kendrick02@example.net
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Mr. Bret Wisozk III;kendrick02@example.net
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Ms. Ana Osinski PhD;kyra31@example.org
;;;;;;;;;;;;;;;;United States;Long Beach;California;West;Ms. Ana Osinski PhD;kyra31@example.org
;;;;;;;;;;;;;;;;United States;Hesperia;California;West;Ms. Ana Osinski PhD;kyra31@example.org
;;;;;;;;;;;;;;;;United States;Hesperia;California;West;Ms. Ana Osinski PhD;kyra31@example.org
;;;;;;;;;;;;;;;;United States;Murfreesboro;Tennessee;South;Dakota Rohan;hammes.alison@example.org
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Dakota Rohan;hammes.alison@example.org
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Dakota Rohan;hammes.alison@example.org
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Dakota Rohan;hammes.alison@example.org
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Dakota Rohan;hammes.alison@example.org
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Dakota Rohan;hammes.alison@example.org
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Chasity Kuvalis;leopold.rodriguez@example.com
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Chasity Kuvalis;leopold.rodriguez@example.com
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Chasity Kuvalis;leopold.rodriguez@example.com
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Chasity Kuvalis;leopold.rodriguez@example.com
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Kamron Gleichner;hugh.padberg@example.org
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Kamron Gleichner;hugh.padberg@example.org
;;;;;;;;;;;;;;;;United States;San Francisco;California;West;Kamron Gleichner;hugh.padberg@example.org
;;;;;;;;;;;;;;;;United States;San Francisco;California;West;Kamron Gleichner;hugh.padberg@example.org
;;;;;;;;;;;;;;;;United States;Layton;Utah;West;Prof. Orpha Stroman DVM;ankunding.bryon@example.com
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Prof. Orpha Stroman DVM;ankunding.bryon@example.com
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Prof. Orpha Stroman DVM;ankunding.bryon@example.com
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Prof. Orpha Stroman DVM;ankunding.bryon@example.com
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Ambrose Kautzer;brittany35@example.org
